 ## Time[ps]  Epot[eV]  Etot[eV]  Ekin[eV]  <Edelta>  <Etot>  <T[K]>
      2970.0000    -4696.61211   -4544.27754     152.33456        6.01145   -4537.44885     856.97970
      2980.0000    -4697.37065   -4543.48409     153.88656        5.96471   -4543.34063     849.76355
      2990.0000    -4695.72662   -4536.74118     158.98544        5.97404   -4542.16381     848.96740
      3000.0000    -4691.36418   -4542.31479     149.04939        6.01322   -4537.22616     859.55900
      3010.0000    -4705.58000   -4557.63838     147.94162        5.87266   -4554.94212     817.09741
      3020.0000    -4711.72593   -4562.23257     149.49336        5.79122   -4565.20683     796.12276
      3030.0000    -4704.34895   -4561.01346     143.33550        5.82690   -4560.70960     809.27189
      3040.0000    -4709.88155   -4562.81957     147.06198        5.79276   -4565.01242     797.08283
      3050.0000    -4711.78962   -4565.86980     145.91982        5.79570   -4564.64171     798.61057
      3060.0000    -4712.35690   -4566.83585     145.52106        5.78461   -4566.03980     799.10433
      3070.0000    -4706.12027   -4562.53389     143.58637        5.81315   -4562.44305     807.50964
      3080.0000    -4712.95218   -4564.90216     148.05001        5.79412   -4564.84161     800.69589
      3090.0000    -4713.01827   -4566.65721     146.36106        5.76726   -4568.22619     792.64470
      3100.0000    -4709.79094   -4562.14714     147.64380        5.77812   -4566.85714     797.86338
      3110.0000    -4709.24480   -4560.63772     148.60707        5.81192   -4562.59731     804.37621
      3120.0000    -4710.76659   -4561.73832     149.02827        5.80890   -4562.97798     802.97797
      3130.0000    -4710.97566   -4561.79586     149.17980        5.84571   -4558.33863     815.18120
      3140.0000    -4703.40509   -4563.03436     140.37072        5.78424   -4566.08683     796.77360
      3150.0000    -4704.91883   -4551.95527     152.96356        5.85745   -4556.85927     815.12112
      3160.0000    -4715.25195   -4567.89714     147.35481        5.83324   -4559.90994     808.53150
      3170.0000    -4703.31948   -4554.76981     148.54967        5.81184   -4562.60737     803.19684
      3180.0000    -4707.15965   -4561.05922     146.10043        5.85457   -4557.22228     818.10771
      3190.0000    -4708.11883   -4562.24123     145.87760        5.78354   -4566.17396     797.26219
      3200.0000    -4715.15216   -4569.06670     146.08545        5.79796   -4564.35643     800.99522
